text,rating,sentiment
one pay win game worst ur enimies spam elixir like cycle deck one furstrating unfair game ever patch ts,2,Negatif
better,5,Positif
pw unenjoyable free events game easy play mega knight players r always overleveled hate,4,Positif
dih,5,Positif
fun recommend game teach play constant excitement,5,Positif
amaze,5,Positif
better lebron,5,Positif
ooga booga,5,Positif
need v return make purchase support developers till do,5,Positif
pay win skill issue,1,Negatif
good game fun bore,4,Positif
like,5,Positif
mega knight game,1,Negatif
great game love,5,Positif
amaze pc,5,Positif
coin give away box stink especially playpass side amount require upgrade troop get cheap fp players definitely better get pass,2,Negatif
thats clash,5,Positif
meggaa knight,5,Positif
fun meet saudis rich kid pay win game clearly pay win,2,Negatif
love rage bait,5,Positif
hate every day download game,1,Negatif
great game overall biggest complaint pay win game percent items shop buy money make much easier level card instantly dont like pay mobile game ive always free play user theres challenge pay win users nothing major manage good level card,4,Positif
many app purchase better,5,Positif
horrible greedy pay win game,1,Negatif
game change life abandon girlfriend jb life game really affect past minutes,5,Positif
game rampant amount cheat bots play point play anymore,1,Negatif
need log,5,Positif
fun,5,Positif
game suck pay win suck players dont want spend money stupid mobile game remove pay win make players want play stay low arenas people arena one champion chards would say dont play heartbeat,1,Negatif
pay win evolution card ruin game cant play top arenas without pay win overpower level card skill mean anything opponent place evo mega knight firecracker crown first minute,1,Negatif
draft give elite barbarians,1,Negatif
pay win game let know also need pay play normally amount amaze people like pay,1,Negatif
fantastic strategy game review clash royale absolutely addictive game combine strategy skill bite luck love variety card way combine create unique strategies battle feel fresh challenge endless opportunities tactical play graphics vibrant animations smooth make match visually engage matchmaking system fair ensure compete players similar skill,5,Positif
one best game ive play,5,Positif
bad till arena get annoy fun drain drain dont care pass waste rage imo,3,Netral
kill,5,Positif
stop play pay win decide give game another chance years enjoy start run pay win wall level evolution card absolute joke update make even pay win another money grab supercell embarrass,1,Negatif
nice game enjoyable,5,Positif
fun love game pls hate,5,Positif
hella fun,5,Positif
روووووعة جميلة جدا,5,Positif
keep lose people pay win get level mega knight,1,Negatif
play game actually want kill unbalance unfair pay win keep get push back take months months get anything also could would give game negative star,1,Negatif
legendary game,5,Positif
really love game mobile im pretty good mobile make new acc could play begin litterally impossible game decide u rank loose people arena skill still really good reason make need spend money pc issue doesnt stop crash theres literally nothing wrong close pc happen many others fix game supercell please,2,Negatif
still pay win garbage terrible servers,1,Negatif
unfair matchmaking many pay win,1,Negatif
mega nite,1,Negatif
get get gold chests whole week today tuesday gotton star chests row get gold,1,Negatif
make u kys everytime u play ither pw player evo megakinght,1,Negatif
play game since theres progression dont spend money use good sense anybody could become best didnt matter would spend money theres literally progression dont spend money ill likely quit game,1,Negatif
gusta este juego,5,Positif
fun connect friends,4,Positif
get e bard,1,Negatif
enjoy game first start play yrs ago much go card next impossible level unless youre pay rl cash im play tower level mine card power due pay win mechanics developers update game oblivion,3,Netral
good nerf meganight,3,Netral
ive get trophies everyone else even less like mega extra strong wizards surround trillion goblins,1,Negatif
ruin game money money everyone money force pay win dont money stick arena god forgive ruin game dont money play nostalgia,1,Negatif
lol game bad come pay win max every streamer ive see complain devs horrible people make game couldve good ruin per usual,1,Negatif
desbalanceado e pay win simplesmente absurdo diferença de jogabilidade para quem tem dinheiro para quem não gasta nada só pensam em dinheiro essa empresa e os jogadores que são desde antigas só desanimam,1,Negatif
amaze game,5,Positif
close keep im happy,1,Negatif
best game ever,5,Positif
hate game still play dont know,5,Positif
lose gems gold try upgrade card didnt realize didnt enough gold since try quickly upgrade idea spend gems use gold genuinely would button doesnt give one warnings like sure want actually hate pay win game,5,Positif
dope,5,Positif
change life nothing mean better clash royale praise clash royale,5,Positif
worst game life level pay win level v level every game gay maga knight players game ruin life pls dont download ts waste u r life,1,Negatif
greatest game oat,5,Positif
one worst game ever play say lot win mean absolutely nothing send someone bad game next game send year old sweat make lose dont make progress game dont get trophies make win worthless star game deserve,1,Negatif
nice game one win get level guy like one single good game back zero supercell want pain butt honestly supercell know better edit hit king tower level get pw players every single game card lvl still card fix yo shi supercell finnish app yall better,2,Negatif
one first batch gamer game first launch even basic card first introducedlove game,5,Positif
best game ever,5,Positif
amaze good game play,5,Positif
please remove evulotion meganight make go therapist ruin game base one even ruin game please rework nerf,1,Negatif
good game,5,Positif
like,5,Positif
much eaiser play mobile,5,Positif
best game,5,Positif
simple fun,5,Positif
booooio,1,Negatif
best ever play,5,Positif
pay win need chests back,3,Netral
something fun play bore,5,Positif
good game nice card,2,Negatif
overcome greed remove gold pass expensive diamond pass give barley anything fp friendly purposely put full hard counter yes test stuff saw im k trophies rn second change deck cannon one everyone use graveyard etc ive things see suspension true true game money hungry hell sure ima still play cuz mobile game suc anyway,1,Negatif
,5,Positif
amaze game could less pw,5,Positif
gosto muito jogo porém volto depois de um tempo sou um jogador de mais de anos e venho deparando com um problema grave de balanceamento de partida até aceito cartas apelonas porém pegar full level estando level aí fica difícil se puderem arrumar agradeço,3,Netral
good lp need huge buff,4,Positif
clash royale,1,Negatif
mozuchnite mi kletki opitaha samoubiistvo sled gledane na review sectiona,1,Negatif
diddy play clash fr tho,5,Positif
paywin garbage,1,Negatif
pure toughness,5,Positif
thank publish game dont get bore,5,Positif
peak gameplay,5,Positif
pretty good,3,Netral
genuinely one best mobile game ever perfect gameplay art character everything else unironically amaze game around,5,Positif
great game play hard game much love,5,Positif
im sick tire lose every game every time place card always get kill within first second maybe remove fact lose trophies lose love freak god,1,Negatif
one amaze game go ahead try,5,Positif
super igra ali je teško skupiti tokene,4,Positif
fun use pro tactics still really good,5,Positif
,5,Positif
good,5,Positif
جالبه,5,Positif
ts peak,5,Positif
good game overall take long grind get good card best card game credit card,5,Positif
top best game,5,Positif
ballright,5,Positif
clash royal impregnate,5,Positif
worst game,1,Negatif
game bester,5,Positif
hog riderrrrr,5,Positif
addictive,5,Positif
rattle,5,Positif
omgso beautiful satisfy still enjoyable years wow amaze game,5,Positif
literally become toxic phone game ever mention see deck let add masteries maybe players switch deck hahahaha years time uninstall review years ago delete game instal back days ago guess uninstalled device imagine years update give literally experience trash,1,Negatif
