text,rating,polarity_score,polarity
aplikasi bermanfaat,5,1,positive
nice job app,5,4,positive
great aplikasi,5,-1,negative
bermanfaat,5,5,positive
novita l es ztari,5,0,neutral
not good,2,5,positive
linkedin sangant membantu jobseeker mencari informasi yg sayangkan terkadang koneksi internet tersendat koneksi internet bagus saran memperbaiki koneksi yg tersendat diperbaiki lg terimakasih,5,29,positive
gimana ya login verifikasi susah banget,1,2,positive
membangun memperluas jaringan,5,3,positive
bgus,2,0,neutral
more than enough,5,0,neutral
help,4,2,positive
bermanfaat utk berbagi lowker berjuang utk menghidupi keluarga,5,11,positive
thank you linkedln,5,4,positive
bag,5,0,neutral
terimakasih linkedin tim bermanfaat pengguna individu perusahaan sejenisnya,5,10,positive
verivikasi susah nya ampun malas kasih bintang,1,-4,negative
oke oke oke,5,6,positive
panggilan sehat mengatas namakan perusahaan apliasi,1,7,positive
gajelas daftar gabisa ngapain dibikin aplikasi,1,-3,negative
hybrid app cari kerja online portfolio profil pro,5,-1,negative
ya q,2,4,positive
nice link,5,4,positive
terimakasih mengembangkan aplikasi sarana penghubung pencari pemberi kerja god bless you,5,3,positive
so need for help,5,2,positive
semoga bermanfaat,4,5,positive
nice apps,4,4,positive
aplikasi nya mantap gak ngebosenin,5,1,positive
excellence link in the world,4,0,neutral
great platform for professional comunity,5,3,positive
very very good aplication,5,5,positive
very good sosmed,5,5,positive
memperifikasi aja ribet bgt yah gambar menghadap keatas udah diklik bener aja salah diulang kali salah ribet bgt si nyetbkin kesel aja,1,-13,negative
awesome,5,0,neutral
terima kasih linkedin semoga berkah sukses,5,11,positive
membantu,5,4,positive
this app be very helpfull,5,0,neutral
orang merendah hati,5,2,positive
kebanyakan korban wa perusahaan aneh aneh gak cek sih perusahaan nya pakai siup donk,1,8,positive
membantu kecurigaan kebenaran perusahaan semoga,3,7,positive
kerjakan upaya terbaik apapun yg diamanahkan padamu,5,6,positive
aplikasix sngat bagus mebantu orang dpat informasi pekerjaan bintang aplikasi,5,3,positive
tau,5,-4,negative
salah safety officer pt tunas jaya perkasa,5,7,positive
goollllll,5,0,neutral
cair,5,-1,negative
ngak verifikasi,1,0,neutral
banget,3,1,positive
manfaatnya,5,3,positive
platform membantu staf ahli mencari pekerjaan informasi keahlianya pencari tenaga kerja ahli membutuhkan,5,11,positive
aplikasi ampas sih tes pemeriksaan cepat bikin ribet anjengg,1,-8,negative
membantu menghantar apapun sukses,5,7,positive
berguna,5,5,positive
,5,0,neutral
ya bagus,1,6,positive
good job,5,5,positive
bagus gin,5,2,positive
sampoernah,5,0,neutral
permapi perhimpunan usaha masyarakat pertanian indonesia wadah penghimpun potensi usaha pertanianternak perikananpotensi kelautan penelitian pemerhati pengusaha bidang pertanianternakperikanan potensi kelautan hulu hilir menyatukan tekat sikap gerak memajukan kesejahteraan kecerdasan masyarakat pertanian pelaku agribisnis,5,11,positive
good app,5,5,positive
standar,5,-2,negative
sulit memperbaruinya memakan ruang penyimpanan,3,-7,negative
b aja,3,1,positive
apknya bagus maslahnya banyk bug masuk aja maslahnya nasuk maslah jaringan uda jgn download apk mend pindah jobstreed kedala,1,4,positive
bodoh verifikasi mu jelasgambar nya ngawur gak login,1,0,neutral
ribet pake gambar arah arah yg gajelas,1,0,neutral
akun nonaktif,1,0,neutral
suka banget aplikasinya membantuku,5,4,positive
mempromosikan loker tolong perusahaan nya yg perusahaan nya korban panggilan yg buka loker perusahaan terkait jasa calo penyalur yg uang mengatasnamakan seragam adm dll dapet kerja kagak tolong perhatikan selektif korban penipuan,1,13,positive
rusak fega andriana fega fanfiction handra sukanya,1,3,positive
aja,3,1,positive
pekerjaan,4,3,positive
mengakses bbrp orang dg jabatan professionalism,5,0,neutral
melamar pekerjaan tombol tinjau hiasan click no response very bad for the biggest sosmed jobseeker,1,2,positive
good social media for professional people,5,5,positive
woo nya membantu pertemanan dunia menambah wawasan penuh dunia dunia sejarafilmmusic lagu pendidikan dll,5,12,positive
good luck ok,5,13,positive
membantu terhubung orang,4,4,positive
mengisi kemanan akun masuk halaman login,3,-1,negative
melestarikan budaya kerja cinta pekerjaan diembani,5,8,positive
situs khusus pencari kerja pencari pekerja berkomunikasi berinteraksi langsung bagus,5,10,positive
bagus n keren,5,2,positive
bangga berkecimpung dunia bisnis media linkedin terima kasih dukungannya semoga aplikasi terbaik kedepannya,5,12,positive
membantu didunia kerja,5,6,positive
mantap apknya,5,5,positive
buka,1,3,positive
ok thank,5,8,positive
upload foto linkedin update mohon penjelasannya,4,5,positive
good apl,4,5,positive
,5,0,neutral
log in,5,0,neutral
linkeidn saingannya nambah bagus terpuruk kualitasnyaribet,2,-2,negative
linkedln membantusemoga maju sukses,5,3,positive
teknik pertambangan,5,-4,negative
jaringan luasvery much,5,3,positive
masuk tp blum dpt kerjaan dr an,3,-1,negative
mmbntu info,5,-3,negative
muharamin,5,0,neutral
nyaman dipakainya,2,4,positive
qa,1,0,neutral
like this,5,0,neutral
smangat,5,0,neutral
akun dinonaktifkan alasan yg sial,1,-5,negative
satucinta,5,0,neutral
sulit menggunakannya,1,0,neutral
takut menghadapi seberat lakilaki pantang mundur jiwa sejati hrus kuat,3,2,positive
gak ngirim cv,1,0,neutral
verifikasi masuk gajelas,1,-3,negative
be really useful for make new contact and connect with people i know but my account be ban for long time with no solution thank linkedin,5,4,positive
masalh signal full jdi ga dpet informasi skali,2,2,positive
suka menginfokan seputar skill pengalaman isi cv diurutkan rapi terhubung industri perusahaan diminati,5,13,positive
mantap sukses selaleu,5,8,positive
so slowly,3,0,neutral
aplikasi bapuk verifikasi dibikin susah,1,-7,negative
ak kirim pap km biar km prcaya kalo ak manusia,1,6,positive
juancok buagus,5,0,neutral
very good app hope we meet good work and relation here the best of the best,5,10,positive
periksa keamanan masuk login maunya ap terimakasih,1,-4,negative
chat ajh kudu bayar parah,1,-1,negative
aplikasi bagus,5,-2,negative
apkh cari job,4,-3,negative
becanda kah login verifikasi pake nebak hewan menghadap keatas pake hewan pilihan kek pilihan sampe,1,10,positive
very powerful and useful,5,0,neutral
nggatheli cok,1,0,neutral
info lowonganya penipu,1,-7,negative
kali upgrade nya,1,0,neutral
aplikasi karyawan pencari kerja,5,1,positive
aplikasi diperbaiki verifikasi pengguna masuk aplikasi dipersulit gambar keterangan,1,-8,negative
haloooo pegawai linkedin yth main blokir akun enaknya info hapus data linkedin butuh aplikasi kesalahan apaapa tibatiba akun non aktifkan informasi dimana letak profesionalisme memposting postingan berisi konten hoaks penipuan sejenis,1,-19,negative
interestingwe can hear so many exsplane n how n why from very succesful man and woman on the worldvery exitead,5,-3,negative
bagus mohon dipermudah settingannya melamar pekerjaannya,4,4,positive
aplikasi membantu menambah ilmu didalam aplikasi orang hebat inspirasi terapkan terimakasih linkedin,5,5,positive
semoga membantu,4,4,positive
tolong dri link in klo basmi qnet nipu yg post loker harap diperketat sertakan surat resmi prusahaan,1,3,positive
aplikasi berguna menambah wawasan membantu menciptakan lapangan kerja membutuhkan,5,13,positive
aplikasi nya membantu pencari kerja mepersulit org dgn verifikasi yg ga ga berkali coba sdh puluhan kali salah mulu gambar kodok nya taw ngadep kiri kanan suka lo dah menyebalkan maaf uninstall app jelek berguna,1,1,positive
bad,2,-4,negative
good program,5,5,positive
pakai,4,0,neutral
many benefit to look for job seeker try it,5,0,neutral
mencoba,1,0,neutral
verifikasi daftar pengguna sulit udah coba berulang kali tetep salah maaf bintang ya makasih,1,10,positive
bintang,5,0,neutral
tolong gimna sii mksdnya si kodok susah,1,-2,negative
si bikin akun aja dibikinn ribet verifikasi aplikasi taai,1,-7,negative
aplikasi bagus penuh degan,5,-2,negative
job portal membantu penggunanya,5,4,positive
gatau makenyatp kayanya bagus,4,-1,negative
email,3,0,neutral
maintenance,5,0,neutral
coba dlu dah,5,-1,negative
medsos berkelas banget,5,1,positive
ntap,5,0,neutral
good aplikasi,4,1,positive
oke,4,2,positive
aplikasi ga bgt msuknya susah ga,1,-7,negative
akun tibatiba dinonaktifkan akunnya tugas kuliah mohon bantuannya mengaktifkan akun mohon tangani terimakasih,3,9,positive
proses pemblokiran kesal,2,5,positive
why be it slow when run the application be too slow and a problem occur i have be upgrade every time but the problem persist i cant use it even to view the homepage or notifications,1,-8,negative
membatudan bermanfaat aplikasi nya,5,1,positive
terima kasih bantuannya,5,4,positive
aplikasi aplikasi membawa go internasional go world wide,3,-8,negative
field asistant,4,0,neutral
motivasi yg yg diambil pengalamanyg berbagi suka duka pengorbanan kesuksesanbisa dijadikan semangat yg,5,16,positive
the best of application for job seeker many utility of skill and utility of experience for your improvement career,5,0,neutral
gimna sih verifikasi nya,4,0,neutral
aplikasi bagus membangun network,5,-2,negative
llllloppopoo,3,0,neutral
bagus,1,2,positive
kak pc gt gak klo onlinedi pc hrus verivication gt susah,4,-3,negative
salesman,3,0,neutral
boga group bakerzin hurricanes grill pancake co by dore,5,0,neutral
aplikasinya bagus mantap,5,7,positive
semoga berhasil cari loker,5,0,neutral
pa rudy gbr blk mesanine dimensi nya unp eddy susanto,5,-5,negative
good job,5,5,positive
tlong donk byk bngt info loker yg hoax d skip,2,-8,negative
masuk aja susah apk gajelas,1,-5,negative
koneksi,3,2,positive
iklan proses daftar rumit mesti bayar,1,-5,negative
bagus info pekerjaan aktivitas kerja relevan teman,5,4,positive
verifikasi,1,0,neutral
fiktur,5,0,neutral
cool,3,2,positive
aja info loker,3,-2,negative
purno,5,0,neutral
alhamdulillah kenalan pengusaha,4,5,positive
dipercaya sepenuhnya perusahaan penipu hati hati melamar pekerjaan,1,3,positive
what the hell be thisthis app doesnt suit medont download ityoull regret it later,1,0,neutral
coba kasih bintang bagus memuaskan bintang jelek copot,4,7,positive
membantu mencari relasi kerja,5,6,positive
coba yasemoga sesuai harapan sayathank you,4,5,positive
ok thank,5,8,positive
kerja,4,2,positive
gk aplikasi gak penghasilan,1,-4,negative
pemandu wisata karaton sumenep th,4,0,neutral
aplikasi aplikasi yg utk pencari kerja freshgraduate experience rekruiter manfaat positif yg tergantung yg mengolahnya terimakasih linkedin,5,11,positive
semangat belajar,5,7,positive
selaluh setia selaluh sehat walafiat aktifitas sehari,5,0,neutral
sy berbagay plat stainless lainya cover cladding intalasi eskalator tks,5,3,positive
jaabvwa rtaag a p qqi fff ga gt ttvtjj,5,0,neutral
terima kasih linkedin memperbarui aplikasi berkala memperbaiki bug meningkatkan performa fitur membantu terhubung jaringan profesional membina karier,5,7,positive
𝘁𝗼𝗹,1,0,neutral
susah ya kerja aplikasi,3,-1,negative
semoga pekerjaan mudah,5,7,positive
aplikasi zaman now bagus,5,-2,negative
aplikasi apaaan si kaga niat lu ya biar orang download doang astaghfirullah jahat,1,-5,negative
verivikasinya drai gambar kodok banteng gak yg bener udah pilih sesuai,1,1,positive
instal aplikasi ntar nyeselll udah jelek dipersulit verifikasi disuruh pilih gambar badak menghadap keatas salah mulu udah bener nyesel habisin kuota doang,1,-16,negative
great app for people to get connect in industry area but unfortunately sometimes its hard to solve the verification methodetried to select the same picture can you give more easier method to login i hope you will hear this,3,3,positive
paham,1,0,neutral
jelek banget pas verifikasi gak masuk akal coba berkali kali salah,1,-6,negative
amira tent perusahaan bergerak bidang jasa sewa tenda perlengkapan alat pesta perusahaan perorangan mengadakan event wed pernikahan launch grand open peresmian pabrik bazar ulang jenis tenda tenda roder tenda roder dekorasi tenda roder dekorasi vip tenda roder transparan tenda dekorasi pernikahan tenda bazar tenda event tenda kantor market service tenda gudang amira tent,5,26,positive
membantu ingormasi lowongan kerja,5,6,positive
user friendly bermanfaat utk karir bisnis layanan profesional kesulitan verifikasi dsb yah seleksi alam gausah pake linkedin dtg langsung aja pos satpam bawa map,5,9,positive
sentuh gambar hadap atastpi up tepathddhhhh apaanngk bgt,1,3,positive
jaringannya universalmembermember mancanegarabanyak orang orang nih,5,0,neutral
aplikasi membantu,5,0,neutral
jelek bgtt verifikasi aneh bgt,1,-1,negative
susah cocokin gambarnya,1,-3,negative
sentuh gambar yg mengadap keatas pala kau cape udah plis ga yg instal loginnya persulit mend instal joobstreet apk loker yg,1,-1,negative
akun kali nonaktifkan payah ad niatan berbuat jahat iseng,1,-7,negative
w z,5,0,neutral
recruitment abal abal bodong,1,0,neutral
i have good experience for instal this application its help me to reach more job than before thank,5,11,positive
scam,1,0,neutral
tensi aj ni app dah tau login lgsung pake email tp end ny email lg utk msuk,1,-11,negative
good info update if you need for the job,5,2,positive
perbaikin verifikasi bnr,1,0,neutral
obb,5,0,neutral
bgus bnget jjjj,5,0,neutral
login daftar susah aneh bgt verifikasi suruh pilih gambar yg menghadap klik salah coba sampe kiamat,1,-5,negative
dibuka buruk,1,-5,negative
,5,0,neutral
pas login isi kode recaptcha ga ya x keamanan sistem aplikasi ga acc aplikasi,1,-6,negative
sorry nih kasih bintang akun aja susah banget disuruh cari gambar hadap dicoba berkali ttp salah,1,-8,negative
akun bakai email berbeda tetep aja ga uninstall aja terimakasih,1,3,positive
apaaa sihhh diverifikasi susah ya disuruh pilih gambar yg menghadap tetep salah gatau dahhh kecewa,1,-6,negative
,5,0,neutral
sdh lana ditinggalkan,3,0,neutral
yahsmoga dgn sgala yg perlukan lancar,5,4,positive
way,5,0,neutral
terimakasih membatu orang,5,7,positive
ga app nya,1,0,neutral
ga donlot,1,0,neutral
aplikasi bangke,1,-4,negative
lambat ya,3,5,positive
banget nih aplikasi,5,-3,negative
pelayanan nya memuaskan suka,5,11,positive
poor,4,-4,negative
maaf kasih bintang akun dinonaktifkan alasan dipulihkan tetep ngga,1,2,positive
job description good,5,5,positive
musimaplikasimusiklgukenangan,1,0,neutral
ga diupgrade ga dibuka aplikasinya,1,0,neutral
i cant login to my account,1,0,neutral
membatu bersosialisasi,5,2,positive
,5,0,neutral
akurat,5,0,neutral
aplikasi nya lucu yaa bikin orang darah,1,3,positive
,1,0,neutral
ok banget,5,5,positive
diperbaiki,5,0,neutral
membantu,5,4,positive
ikuti kuisnya versi bahasa indonesia nya nya,2,-4,negative
semoga bermanpaat,5,0,neutral
uninstallnya gimana,3,0,neutral
aplikasi gak enak gak verifikasi pakai gambar gak memgarah jagan instal maaf,1,5,positive
dikasih bintang biar dinotice konfirmasi gambar mbe yg hadap keatas sulit sih unik emang bikin emosi org yg gatau,5,10,positive
maaf verifikasi nya konyol suruh cari kudanil lihat sampe tanggan gempor gak berhasil berhasil,1,3,positive
,2,0,neutral
update app nya berat buka bugentah kuota penuh internet daerah lumayan bagus tolong pengembang app nya perbaiki,2,7,positive
biar produkku dulumodal trùs join fi linkedin,5,2,positive
menemukan orang orang profesional bidangnya,5,2,positive
info lokernya akurat,5,-3,negative
gatau buka aplikasi terhenti muat ulang hmmmm,2,-5,negative
gimana ya gabisa login karna sistem keamanan memilih gambar eror berpuluh kali salah gabisa masuk tolong dibenahi,3,-6,negative
aplikasi ngga download bro nyesel kalo download,1,-11,negative
god luck,5,4,positive
amaze for legal network,5,0,neutral
𝙳𝚊𝚙𝚊𝚝 𝚝𝚎𝚖𝚊𝚗 𝚔𝚎𝚛𝚓𝚊,5,0,neutral
bagusssss bangetttt,5,0,neutral
oke mantap,5,7,positive
membantu,5,4,positive
semoga bermanfaat,5,5,positive
login laptop aja pake verifikasi gambar kodok kagak login hp ga seribet aplikasi ga ga ribet udah berhasil verifikasi dilaptop aja ga emosi gue,1,-3,negative
akun aja dbikin ribet gk apk gk jls,1,-3,negative
gimana mengembankaa usaha maksimal,5,4,positive
dana prakerja,1,4,positive
aplikasi bagus pencari kerja,5,0,neutral
mudah mencari kerja bnyak nya koneksi linkedin,5,5,positive
haha suruh cari yg mnhdap smpe biar nungguing giliran biar mnghadap ttp aja salah heemmm gak beres gak apk nya,1,-3,negative
o k,5,0,neutral
the app be really waste my samsung phone device storage thats why i give a one star rat,1,-2,negative
